专业,编程年份,国家级一等奖,国家级二等奖,国家级三等奖,国家级优秀奖,省部级一等奖,省部级二等奖,省部级三等奖,省部级优秀奖,OJ提交数,OJ正确数,OJ准确率,cfRating,cfTimes,all_cf_aftersolve,correct_cf_aftersolve,获奖类别
0,0,0,0,0,0,0,0,0,0,284,146,0.5140845070422535,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,212,128,0.6037735849056604,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,434,180,0.4147465437788018,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,227,105,0.4625550660792952,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,126,61,0.4841269841269841,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,225,132,0.5866666666666667,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,114,66,0.5789473684210527,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,316,168,0.5316455696202531,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,39,11,0.28205128205128205,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,245,114,0.4653061224489796,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,150,61,0.4066666666666667,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,452,199,0.4402654867256637,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,159,107,0.6729559748427673,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,24,14,0.5833333333333334,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,170,82,0.4823529411764706,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,10,2,0.2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,32,17,0.53125,1383,1,0,0,0
0,0,0,0,0,0,0,0,0,0,62,30,0.4838709677419355,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,7,6,0.8571428571428571,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,79,51,0.6455696202531646,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,101,59,0.5841584158415841,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,13,9,0.6923076923076923,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,110,51,0.4636363636363636,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,121,67,0.5537190082644629,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,189,95,0.5026455026455027,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,125,28,0.22399999999999998,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,148,101,0.6824324324324325,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,155,79,0.5096774193548387,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,125,79,0.632,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,304,111,0.3651315789473684,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,272,145,0.5330882352941176,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,21,11,0.5238095238095238,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,167,93,0.5568862275449101,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,128,59,0.4609375,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,104,57,0.5480769230769231,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,33,14,0.42424242424242425,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,240,176,0.7333333333333333,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,78,34,0.4358974358974359,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,127,66,0.5196850393700787,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,170,97,0.5705882352941176,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,217,119,0.5483870967741935,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,140,80,0.5714285714285714,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,54,22,0.4074074074074074,1319,4,11,3,0
0,0,0,0,0,0,0,0,0,0,122,72,0.5901639344262295,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,130,73,0.5615384615384615,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,18,14,0.7777777777777778,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,62,23,0.3709677419354839,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,121,53,0.4380165289256198,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,94,64,0.6808510638297872,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,223,140,0.6278026905829597,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,112,59,0.5267857142857143,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,193,77,0.39896373056994816,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,145,85,0.5862068965517241,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,172,96,0.5581395348837209,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,44,14,0.3181818181818182,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,134,71,0.5298507462686567,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,85,25,0.29411764705882354,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,230,126,0.5478260869565217,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,212,84,0.3962264150943397,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,31,10,0.3225806451612903,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,61,28,0.459016393442623,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,191,104,0.5445026178010471,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,137,68,0.4963503649635037,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,31,17,0.5483870967741935,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,239,126,0.5271966527196653,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,40,27,0.675,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,92,63,0.6847826086956522,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,20,9,0.45,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,33,18,0.5454545454545454,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,113,53,0.4690265486725664,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,270,100,0.3703703703703704,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,97,49,0.5051546391752577,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,158,80,0.5063291139240507,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,84,55,0.6547619047619048,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,340,100,0.29411764705882354,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,14,9,0.6428571428571429,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,7,1,0.14285714285714285,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,36,30,0.8333333333333334,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,104,59,0.5673076923076923,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,28,14,0.5,1423,2,2,1,0
0,0,0,0,0,0,0,0,0,0,3,2,0.6666666666666666,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,186,89,0.478494623655914,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,147,76,0.5170068027210885,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,191,87,0.4554973821989529,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,31,12,0.3870967741935484,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,171,54,0.3157894736842105,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,152,79,0.5197368421052632,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,224,108,0.4821428571428572,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3,0,0.0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,209,117,0.5598086124401914,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,248,120,0.4838709677419355,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,142,73,0.5140845070422535,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3,2,0.6666666666666666,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,57,32,0.5614035087719298,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,12,8,0.6666666666666666,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,187,110,0.5882352941176471,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,133,71,0.5338345864661654,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,179,96,0.5363128491620112,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,70,47,0.6714285714285714,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,24,21,0.875,1214,8,5,4,0
0,0,0,0,0,0,0,0,0,0,117,44,0.3760683760683761,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0.0,1279,10,1,1,0
0,0,0,0,0,0,0,0,0,0,2,0,0.0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,143,97,0.6783216783216783,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,33,15,0.4545454545454545,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,24,12,0.5,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,142,46,0.323943661971831,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,55,39,0.7090909090909091,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,184,81,0.44021739130434784,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,88,58,0.6590909090909091,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,135,85,0.6296296296296297,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,236,92,0.3898305084745763,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,164,108,0.6585365853658537,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,150,87,0.58,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,155,90,0.5806451612903226,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,12,6,0.5,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,72,60,0.8333333333333334,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,147,93,0.6326530612244898,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,208,120,0.5769230769230769,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,99,51,0.5151515151515151,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,26,20,0.7692307692307693,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,202,105,0.5198019801980198,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,6,3,0.5,1365,31,21,10,0
0,0,0,0,0,0,0,0,0,0,162,87,0.5370370370370371,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,103,77,0.7475728155339806,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,5,5,1.0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,244,118,0.4836065573770492,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,149,89,0.5973154362416108,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,121,63,0.5206611570247934,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,229,85,0.37117903930131,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,165,86,0.5212121212121212,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,14,0,0.0,1273,18,1,1,0
0,0,0,0,0,0,0,0,0,0,153,80,0.5228758169934641,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,21,14,0.6666666666666666,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,147,63,0.42857142857142855,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,8,7,0.875,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,95,45,0.4736842105263158,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,117,58,0.4957264957264957,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,204,87,0.4264705882352941,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,146,74,0.5068493150684932,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,134,88,0.6567164179104478,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,333,90,0.2702702702702703,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,206,98,0.4757281553398058,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,306,93,0.30392156862745096,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,140,87,0.6214285714285714,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,160,99,0.61875,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,113,60,0.5309734513274337,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,246,119,0.48373983739837395,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,7,4,0.5714285714285714,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,85,37,0.4352941176470588,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,174,71,0.4080459770114943,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,92,54,0.5869565217391305,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,28,23,0.8214285714285714,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,152,81,0.5328947368421053,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,6,4,0.6666666666666666,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,91,46,0.5054945054945055,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,36,23,0.6388888888888888,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,160,78,0.4875,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,38,26,0.6842105263157895,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,12,6,0.5,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,130,78,0.6,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,6,1,0.16666666666666666,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,23,12,0.5217391304347826,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,86,37,0.4302325581395349,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,62,46,0.7419354838709677,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,4,0,0.0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,39,28,0.7179487179487181,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,122,68,0.5573770491803278,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,160,83,0.51875,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,163,78,0.4785276073619632,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,158,84,0.5316455696202531,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,110,54,0.4909090909090909,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,48,17,0.3541666666666667,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,32,8,0.25,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,25,10,0.4,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,296,132,0.4459459459459459,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,129,81,0.627906976744186,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,116,72,0.6206896551724138,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,78,38,0.4871794871794872,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,24,11,0.4583333333333333,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,32,17,0.53125,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,89,40,0.4494382022471911,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,0,0.0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,49,27,0.5510204081632653,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,106,55,0.5188679245283019,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,193,71,0.36787564766839376,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,238,89,0.3739495798319328,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,1,0.5,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,105,59,0.5619047619047619,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,7,2,0.2857142857142857,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,6,3,0.5,1114,7,0,0,0
0,0,0,0,0,0,0,0,0,0,208,104,0.5,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,74,37,0.5,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,177,89,0.5028248587570622,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,5,4,0.8,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,51,32,0.6274509803921569,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,59,12,0.2033898305084746,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,162,93,0.5740740740740741,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,62,32,0.5161290322580645,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,24,8,0.3333333333333333,993,9,3,1,0
0,0,0,0,0,0,0,0,0,0,149,75,0.5033557046979866,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,6,1,0.16666666666666666,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,45,14,0.3111111111111111,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,60,37,0.6166666666666667,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,141,88,0.6241134751773051,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,101,53,0.5247524752475248,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,88,43,0.4886363636363637,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3,1,0.3333333333333333,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,140,49,0.35,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,161,69,0.42857142857142855,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,1,0.5,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3,3,1.0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,139,70,0.5035971223021583,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,86,63,0.7325581395348837,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,103,55,0.5339805825242718,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,216,93,0.4305555555555556,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,2,1.0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,6,4,0.6666666666666666,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,13,6,0.4615384615384616,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,12,3,0.25,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,186,86,0.4623655913978494,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,135,53,0.3925925925925926,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,1,0.5,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,21,9,0.42857142857142855,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,190,69,0.3631578947368421,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,15,2,0.13333333333333333,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,4,1,0.25,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,82,53,0.6463414634146342,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,82,58,0.7073170731707317,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,40,23,0.575,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,80,58,0.725,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,12,10,0.8333333333333334,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,105,68,0.6476190476190476,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,153,81,0.5294117647058824,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,27,14,0.5185185185185185,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,20,5,0.25,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,83,68,0.8192771084337349,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,31,20,0.6451612903225806,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,325,96,0.2953846153846154,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,134,77,0.5746268656716418,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,85,45,0.5294117647058824,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3,1,0.3333333333333333,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,55,36,0.6545454545454545,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,39,30,0.7692307692307693,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,142,79,0.5563380281690141,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,31,18,0.5806451612903226,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,160,88,0.55,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,40,24,0.6,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,144,75,0.5208333333333334,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,49,29,0.5918367346938775,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,173,101,0.5838150289017341,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,25,11,0.44,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,92,33,0.35869565217391297,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,136,58,0.4264705882352941,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,70,51,0.7285714285714285,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,201,108,0.5373134328358209,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,45,24,0.5333333333333333,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,1.0,1377,2,0,0,0
0,0,0,0,0,0,0,0,0,0,13,3,0.2307692307692308,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,23,4,0.17391304347826084,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,112,78,0.6964285714285714,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,6,1,0.16666666666666666,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,6,3,0.5,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,149,70,0.4697986577181208,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,155,81,0.5225806451612903,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,20,9,0.45,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,8,2,0.25,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,78,28,0.35897435897435903,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,63,37,0.5873015873015873,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,27,18,0.6666666666666666,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,71,28,0.39436619718309857,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,129,65,0.5038759689922481,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,25,12,0.48,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,8,4,0.5,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,1,0.5,1120,8,18,6,0
0,0,0,0,0,0,0,0,0,0,119,59,0.4957983193277311,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,62,24,0.3870967741935484,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,136,65,0.4779411764705882,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,14,3,0.21428571428571427,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,63,36,0.5714285714285714,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,160,103,0.64375,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,113,78,0.6902654867256637,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,13,12,0.9230769230769232,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,51,27,0.5294117647058824,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,22,2,0.09090909090909093,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,6,3,0.5,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,59,16,0.2711864406779661,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,13,10,0.7692307692307693,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,107,62,0.5794392523364486,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,128,76,0.59375,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,79,48,0.6075949367088608,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,70,42,0.6,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,141,76,0.5390070921985816,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,39,19,0.4871794871794872,0,0,0,0,0
