学号,编程年份,国家级一等奖,国家级二等奖,国家级三等奖,国家级优秀奖,省部级一等奖,省部级二等奖,省部级三等奖,省部级优秀奖,OJ提交数,OJ正确数,OJ准确率,cfRating,cfTimes,all_cf_aftersolve,correct_cf_aftersolve,获奖类别
2013014236,2,0,0,0,0,0,0,0,0,72,60,0.8333333333333334,0,0,0,0,9
2013014167,3,0,0,0,0,0,0,0,0,147,93,0.6326530612244898,0,0,0,0,9
2014014392,0,0,0,0,0,0,0,0,0,208,120,0.5769230769230769,0,0,0,0,9
2014014328,4,0,0,0,0,0,0,0,0,99,51,0.5151515151515151,0,0,0,0,9
2017040306,3,0,0,0,0,0,0,0,0,26,20,0.7692307692307693,0,0,0,0,9
2012014318,0,0,0,0,0,0,0,0,0,202,105,0.5198019801980198,0,0,0,0,9
2017040378,3,0,0,0,0,0,0,0,0,6,3,0.5,1365,31,21,10,9
2012014353,2,0,0,0,0,0,0,0,0,162,87,0.5370370370370371,0,0,0,0,9
2013014131,2,0,0,0,0,0,0,0,0,103,77,0.7475728155339806,0,0,0,0,9
2017040310,1,0,0,0,0,0,0,0,0,5,5,1.0,0,0,0,0,9
2014014408,0,0,0,0,0,0,0,0,0,244,118,0.4836065573770492,0,0,0,0,9
2012014357,4,0,0,0,0,0,0,0,0,149,89,0.5973154362416108,0,0,0,0,9
2011014217,3,0,0,0,0,0,0,0,0,121,63,0.5206611570247934,0,0,0,0,9
2015014287,3,0,0,0,0,0,0,0,0,229,85,0.37117903930131,0,0,0,0,9
2013014123,4,0,0,0,0,0,0,0,0,165,86,0.5212121212121212,0,0,0,0,9
2018040435,1,0,0,0,0,0,0,0,0,14,0,0.0,1273,18,1,1,9
2014014412,1,0,0,0,0,0,0,0,0,153,80,0.5228758169934641,0,0,0,0,9
2018040462,2,0,0,0,0,0,0,0,0,21,14,0.6666666666666666,0,0,0,0,9
2013014213,3,0,0,0,0,0,0,0,0,147,63,0.42857142857142855,0,0,0,0,9
2017040280,0,0,0,0,0,0,0,0,0,8,7,0.875,0,0,0,0,9
2013014207,1,0,0,0,0,0,0,0,0,95,45,0.4736842105263158,0,0,0,0,9
2013014161,0,0,0,0,0,0,0,0,0,117,58,0.4957264957264957,0,0,0,0,9
2014014435,0,0,0,0,0,0,0,0,0,204,87,0.4264705882352941,0,0,0,0,9
2013014237,0,0,0,0,0,0,0,0,0,146,74,0.5068493150684932,0,0,0,0,9
2016014371,2,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,9
2013014158,3,0,0,0,0,0,0,0,0,134,88,0.6567164179104478,0,0,0,0,9
2013014187,4,0,0,0,0,0,0,0,0,333,90,0.2702702702702703,0,0,0,0,9
2016014368,3,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,9
2012014363,1,0,0,0,0,0,0,0,0,206,98,0.4757281553398058,0,0,0,0,9
2012014307,3,0,0,0,0,0,0,0,0,306,93,0.30392156862745096,0,0,0,0,9
2014014391,0,0,0,0,0,0,0,0,0,140,87,0.6214285714285714,0,0,0,0,9
2012014395,1,0,0,0,0,0,0,0,0,160,99,0.61875,0,0,0,0,9
2013014200,2,0,0,0,0,0,0,0,0,113,60,0.5309734513274337,0,0,0,0,9
2011014206,4,0,0,0,0,0,0,0,0,246,119,0.48373983739837395,0,0,0,0,9
2018040510,3,0,0,0,0,0,0,0,0,7,4,0.5714285714285714,0,0,0,0,9
2014014295,2,0,0,0,0,0,0,0,0,85,37,0.4352941176470588,0,0,0,0,9
2015014305,1,0,0,0,0,0,0,0,0,174,71,0.4080459770114943,0,0,0,0,9
2014014357,4,0,0,0,0,0,0,0,0,92,54,0.5869565217391305,0,0,0,0,9
2017040264,3,0,0,0,0,0,0,0,0,28,23,0.8214285714285714,0,0,0,0,9
2013014132,1,0,0,0,0,0,0,0,0,152,81,0.5328947368421053,0,0,0,0,9
2018040390,2,0,0,0,0,0,0,0,0,6,4,0.6666666666666666,0,0,0,0,9
2014014355,3,0,0,0,0,0,0,0,0,91,46,0.5054945054945055,0,0,0,0,9
2017040255,4,0,0,0,0,0,0,0,0,36,23,0.6388888888888888,0,0,0,0,9
2013014141,3,0,0,0,0,0,0,0,0,160,78,0.4875,0,0,0,0,9
2015014404,4,0,0,0,0,0,0,0,0,38,26,0.6842105263157895,0,0,0,0,9
2018170021,2,0,0,0,0,0,0,0,0,12,6,0.5,0,0,0,0,9
2012016365,4,0,0,0,0,0,0,0,0,130,78,0.6,0,0,0,0,9
2017040257,3,0,0,0,0,0,0,0,0,6,1,0.16666666666666666,0,0,0,0,9
2018040516,3,0,0,0,0,0,0,0,0,23,12,0.5217391304347826,0,0,0,0,9
2014014291,1,0,0,0,0,0,0,0,0,86,37,0.4302325581395349,0,0,0,0,9
2015014348,2,0,0,0,0,0,0,0,0,62,46,0.7419354838709677,0,0,0,0,9
2017040374,0,0,0,0,0,0,0,0,0,4,0,0.0,0,0,0,0,9
2015014420,3,0,0,0,0,0,0,0,0,39,28,0.7179487179487181,0,0,0,0,9
2014014414,3,0,0,0,0,0,0,0,0,122,68,0.5573770491803278,0,0,0,0,9
2013014251,4,0,0,0,0,0,0,0,0,160,83,0.51875,0,0,0,0,9
2011014203,2,0,0,0,0,0,0,0,0,163,78,0.4785276073619632,0,0,0,0,9
2014014428,4,0,0,0,0,0,0,0,0,158,84,0.5316455696202531,0,0,0,0,9
2013014184,4,0,0,0,0,0,0,0,0,110,54,0.4909090909090909,0,0,0,0,9
2017040354,4,0,0,0,0,0,0,0,0,48,17,0.3541666666666667,0,0,0,0,9
2017040350,1,0,0,0,0,0,0,0,0,32,8,0.25,0,0,0,0,9
2018170019,2,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,9
2017040333,3,0,0,0,0,0,0,0,0,25,10,0.4,0,0,0,0,9
2015016507,4,0,0,0,0,0,0,0,0,296,132,0.4459459459459459,0,0,0,0,9
2013016217,2,0,0,0,0,0,0,0,0,129,81,0.627906976744186,0,0,0,0,9
2015014407,3,0,0,0,0,0,0,0,0,116,72,0.6206896551724138,0,0,0,0,9
2016016493,4,0,0,0,0,0,0,0,0,78,38,0.4871794871794872,0,0,0,0,9
2018040467,2,0,0,0,0,0,0,0,0,24,11,0.4583333333333333,0,0,0,0,9
2015014412,3,0,0,0,0,0,0,0,0,32,17,0.53125,0,0,0,0,9
2016014341,3,0,0,0,0,0,0,0,0,89,40,0.4494382022471911,0,0,0,0,9
2018040356,1,0,0,0,0,0,0,0,0,2,0,0.0,0,0,0,0,9
2016011186,3,0,0,0,0,0,0,0,0,49,27,0.5510204081632653,0,0,0,0,9
2016016486,1,0,0,0,0,0,0,0,0,106,55,0.5188679245283019,0,0,0,0,9
2013014090,2,0,0,0,0,0,0,0,0,193,71,0.36787564766839376,0,0,0,0,9
2012014425,3,0,0,0,0,0,0,0,0,238,89,0.3739495798319328,0,0,0,0,9
2018040491,3,0,0,0,0,0,0,0,0,2,1,0.5,0,0,0,0,9
2013014205,1,0,0,0,0,0,0,0,0,105,59,0.5619047619047619,0,0,0,0,9
2016011255,1,0,0,0,0,0,0,0,0,7,2,0.2857142857142857,0,0,0,0,9
2018040399,0,0,0,0,0,0,0,0,0,6,3,0.5,1114,7,0,0,9
2014014276,3,0,0,0,0,0,0,0,0,208,104,0.5,0,0,0,0,9
2013014185,3,0,0,0,0,0,0,0,0,74,37,0.5,0,0,0,0,9
2014014394,1,0,0,0,0,0,0,0,0,177,89,0.5028248587570622,0,0,0,0,9
2018040402,2,0,0,0,0,0,0,0,0,5,4,0.8,0,0,0,0,9
2015014319,1,0,0,0,0,0,0,0,0,51,32,0.6274509803921569,0,0,0,0,9
2016014148,3,0,0,0,0,0,0,0,0,59,12,0.2033898305084746,0,0,0,0,9
2012014361,0,0,0,0,0,0,0,0,0,162,93,0.5740740740740741,0,0,0,0,9
2016016434,2,0,0,0,0,0,0,0,0,62,32,0.5161290322580645,0,0,0,0,9
2018050265,3,0,0,0,0,0,0,0,0,24,8,0.3333333333333333,993,9,3,1,9
2014014366,4,0,0,0,0,0,0,0,0,149,75,0.5033557046979866,0,0,0,0,9
2018040357,0,0,0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,9
2015014069,1,0,0,0,0,0,0,0,0,6,1,0.16666666666666666,0,0,0,0,9
2018040508,4,0,0,0,0,0,0,0,0,45,14,0.3111111111111111,0,0,0,0,9
2014014301,4,0,0,0,0,0,0,0,0,60,37,0.6166666666666667,0,0,0,0,9
2013014145,4,0,0,0,0,0,0,0,0,141,88,0.6241134751773051,0,0,0,0,9
2013014126,3,0,0,0,0,0,0,0,0,101,53,0.5247524752475248,0,0,0,0,9
2013014140,1,0,0,0,0,0,0,0,0,88,43,0.4886363636363637,0,0,0,0,9
2018040338,0,0,0,0,0,0,0,0,0,3,1,0.3333333333333333,0,0,0,0,9
2014014398,0,0,0,0,0,0,0,0,0,140,49,0.35,0,0,0,0,9
2013017050,1,0,0,0,0,0,0,0,0,161,69,0.42857142857142855,0,0,0,0,9
2018040371,3,0,0,0,0,0,0,0,0,2,1,0.5,0,0,0,0,9
2017040371,4,0,0,0,0,0,0,0,0,3,3,1.0,0,0,0,0,9
2015014344,1,0,0,0,0,0,0,0,0,139,70,0.5035971223021583,0,0,0,0,9
2013014130,1,0,0,0,0,0,0,0,0,86,63,0.7325581395348837,0,0,0,0,9
2014014416,1,0,0,0,0,0,0,0,0,103,55,0.5339805825242718,0,0,0,0,9
2012014352,1,0,0,0,0,0,0,0,0,216,93,0.4305555555555556,0,0,0,0,9
2017040309,2,0,0,0,0,0,0,0,0,2,2,1.0,0,0,0,0,9
2017040384,0,0,0,0,0,0,0,0,0,6,4,0.6666666666666666,0,0,0,0,9
2018040475,3,0,0,0,0,0,0,0,0,13,6,0.4615384615384616,0,0,0,0,9
2018040484,4,0,0,0,0,0,0,0,0,12,3,0.25,0,0,0,0,9
2012014310,2,0,0,0,0,0,0,0,0,186,86,0.4623655913978494,0,0,0,0,9
2013016180,4,0,0,0,0,0,0,0,0,135,53,0.3925925925925926,0,0,0,0,9
2018040480,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,9
2017040349,1,0,0,0,0,0,0,0,0,2,1,0.5,0,0,0,0,9
2016018147,2,0,0,0,0,0,0,0,0,21,9,0.42857142857142855,0,0,0,0,9
2013014100,3,0,0,0,0,0,0,0,0,190,69,0.3631578947368421,0,0,0,0,9
2018040345,2,0,0,0,0,0,0,0,0,15,2,0.13333333333333333,0,0,0,0,9
2018040520,1,0,0,0,0,0,0,0,0,4,1,0.25,0,0,0,0,9
2013014104,2,0,0,0,0,0,0,0,0,82,53,0.6463414634146342,0,0,0,0,9
2013014152,4,0,0,0,0,0,0,0,0,82,58,0.7073170731707317,0,0,0,0,9
2017040299,3,0,0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,9
2017040308,2,0,0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,9
2016014303,0,0,0,0,0,0,0,0,0,40,23,0.575,0,0,0,0,9
2015014333,1,0,0,0,0,0,0,0,0,80,58,0.725,0,0,0,0,9
2016014395,3,0,0,0,0,0,0,0,0,12,10,0.8333333333333334,0,0,0,0,9
2011014193,2,0,0,0,0,0,0,0,0,105,68,0.6476190476190476,0,0,0,0,9
2012014285,2,0,0,0,0,0,0,0,0,153,81,0.5294117647058824,0,0,0,0,9
2016014342,4,0,0,0,0,0,0,0,0,27,14,0.5185185185185185,0,0,0,0,9
2018040488,1,0,0,0,0,0,0,0,0,20,5,0.25,0,0,0,0,9
2012014424,0,0,0,0,0,0,0,0,0,83,68,0.8192771084337349,0,0,0,0,9
2014014356,3,0,0,0,0,0,0,0,0,31,20,0.6451612903225806,0,0,0,0,9
2010014200,1,0,0,0,0,0,0,0,0,325,96,0.2953846153846154,0,0,0,0,9
2012014404,1,0,0,0,0,0,0,0,0,134,77,0.5746268656716418,0,0,0,0,9
2013014239,2,0,0,0,0,0,0,0,0,85,45,0.5294117647058824,0,0,0,0,9
2017040286,4,0,0,0,0,0,0,0,0,3,1,0.3333333333333333,0,0,0,0,9
2016016479,4,0,0,0,0,0,0,0,0,55,36,0.6545454545454545,0,0,0,0,9
2016014367,2,0,0,0,0,0,0,0,0,39,30,0.7692307692307693,0,0,0,0,9
2013014091,1,0,0,0,0,0,0,0,0,142,79,0.5563380281690141,0,0,0,0,9
2016014353,0,0,0,0,0,0,0,0,0,31,18,0.5806451612903226,0,0,0,0,9
2012014348,4,0,0,0,0,0,0,0,0,160,88,0.55,0,0,0,0,9
2015014323,4,0,0,0,0,0,0,0,0,40,24,0.6,0,0,0,0,9
2012014301,1,0,0,0,0,0,0,0,0,144,75,0.5208333333333334,0,0,0,0,9
2017040343,3,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,9
2015014277,1,0,0,0,0,0,0,0,0,49,29,0.5918367346938775,0,0,0,0,9
2012014378,1,0,0,0,0,0,0,0,0,173,101,0.5838150289017341,0,0,0,0,9
2014014285,3,0,0,0,0,0,0,0,0,25,11,0.44,0,0,0,0,9
2016014310,3,0,0,0,0,0,0,0,0,92,33,0.35869565217391297,0,0,0,0,9
2014014415,3,0,0,0,0,0,0,0,0,136,58,0.4264705882352941,0,0,0,0,9
2013014155,2,0,0,0,0,0,0,0,0,70,51,0.7285714285714285,0,0,0,0,9
2015012195,3,0,0,0,0,0,0,0,0,201,108,0.5373134328358209,0,0,0,0,9
2015014321,1,0,0,0,0,0,0,0,0,45,24,0.5333333333333333,0,0,0,0,9
2017040327,2,0,0,0,0,0,0,0,0,1,1,1.0,1377,2,0,0,9
2016014319,2,0,0,0,0,0,0,0,0,13,3,0.2307692307692308,0,0,0,0,9
2018040489,4,0,0,0,0,0,0,0,0,23,4,0.17391304347826084,0,0,0,0,9
2012014305,3,0,0,0,0,0,0,0,0,112,78,0.6964285714285714,0,0,0,0,9
2017040261,1,0,0,0,0,0,0,0,0,6,1,0.16666666666666666,0,0,0,0,9
2016014423,2,0,0,0,0,0,0,0,0,6,3,0.5,0,0,0,0,9
2011014250,4,0,0,0,0,0,0,0,0,149,70,0.4697986577181208,0,0,0,0,9
2012014415,4,0,0,0,0,0,0,0,0,155,81,0.5225806451612903,0,0,0,0,9
2014014281,1,0,0,0,0,0,0,0,0,20,9,0.45,0,0,0,0,9
2017040316,4,0,0,0,0,0,0,0,0,8,2,0.25,0,0,0,0,9
2013014138,1,0,0,0,0,0,0,0,0,78,28,0.35897435897435903,0,0,0,0,9
2015014318,1,0,0,0,0,0,0,0,0,63,37,0.5873015873015873,0,0,0,0,9
2016014315,4,0,0,0,0,0,0,0,0,27,18,0.6666666666666666,0,0,0,0,9
2016016482,2,0,0,0,0,0,0,0,0,71,28,0.39436619718309857,0,0,0,0,9
2013014101,2,0,0,0,0,0,0,0,0,129,65,0.5038759689922481,0,0,0,0,9
